State,Hour,Day,Month,Year,Wind_Speed(km/h),Temperature(C),Precipitation(mm),Severity,Predicted_Hour
TX,21,21,8,2022,14.48,24.44,9.65,2,14
IL,6,6,10,2022,4.83,13.33,0.0,2,6
FL,9,6,8,2022,22.53,28.89,0.0,2,11
FL,11,19,11,2022,20.92,22.22,0.0,2,15
CA,15,6,12,2022,9.65,16.67,0.0,2,12
OR,20,21,8,2022,4.83,27.78,0.0,2,17
MS,16,19,1,2023,19.31,17.22,0.0,2,16
TN,13,23,8,2022,0.0,30.0,0.0,2,14
VA,9,13,9,2022,4.83,24.44,0.0,2,12
SC,14,22,11,2022,0.0,15.0,0.0,2,16
TX,1,4,9,2022,9.65,22.78,0.0,2,5
TX,17,30,12,2022,14.48,20.0,0.0,2,15
NJ,14,10,8,2022,16.09,31.11,0.0,3,14
VA,19,17,12,2022,0.0,1.11,0.0,2,17
PA,10,4,10,2022,24.14,8.89,1.52,2,11
IL,19,15,12,2022,20.92,0.0,0.0,2,16
TX,19,28,1,2023,22.53,20.56,0.0,2,18
FL,14,11,11,2022,20.92,27.78,0.0,2,14
PA,20,24,9,2022,11.26,14.44,0.0,2,17
PA,18,13,1,2023,32.18,5.0,0.0,2,15
GA,22,22,12,2022,19.31,7.22,0.51,2,19
FL,12,16,11,2022,20.92,25.0,0.0,2,13
FL,16,30,1,2023,14.48,26.67,0.0,2,14
FL,22,11,10,2022,11.26,24.44,0.0,2,20
CA,18,21,9,2022,9.65,23.89,0.0,2,17
VA,16,15,11,2022,9.65,5.0,0.0,2,15
FL,17,5,12,2022,4.83,20.0,0.0,2,16
CA,19,18,1,2023,0.0,8.89,0.0,2,17
TX,8,14,9,2022,14.48,25.56,0.0,2,11
AZ,2,30,1,2023,12.87,8.89,0.0,2,6
AL,17,7,9,2022,16.09,28.33,0.0,2,16
CA,8,4,1,2023,0.0,-3.89,0.0,2,15
FL,17,25,8,2022,20.92,31.67,0.0,2,16
TX,5,12,8,2022,9.65,25.56,0.0,2,6
MD,9,6,11,2022,9.65,20.56,0.25,2,9
CA,10,7,11,2022,19.31,12.78,0.0,2,12
PA,7,6,12,2022,0.0,1.11,0.25,2,8
FL,13,26,12,2022,9.65,12.22,0.0,2,14
IL,10,15,9,2022,11.26,25.0,0.0,2,11
CA,10,6,10,2022,8.04,20.0,0.0,2,15
VA,12,14,12,2022,0.0,3.89,0.0,2,18
FL,9,18,11,2022,12.87,21.67,0.0,2,13
NJ,6,9,8,2022,14.48,27.78,0.0,2,7
TX,5,6,12,2022,9.65,16.11,0.0,2,7
NJ,9,30,9,2022,11.26,12.22,0.0,2,8
OR,16,4,11,2022,20.92,7.78,0.0,2,16
FL,14,13,10,2022,8.04,25.56,0.51,2,15
MS,17,2,11,2022,0.0,24.44,0.0,2,16
NC,17,12,12,2022,0.0,7.78,0.0,2,14
NC,8,4,1,2023,16.09,18.33,0.0,2,14
CA,13,23,12,2022,11.26,11.67,0.0,2,13
FL,14,20,1,2023,12.87,22.78,0.0,2,11
FL,6,14,10,2022,8.04,24.44,0.0,2,8
SC,6,1,12,2022,4.83,5.0,0.0,2,7
TX,8,27,12,2022,0.0,0.0,0.0,2,8
FL,8,5,11,2022,4.83,23.89,0.0,2,16
PA,20,14,1,2023,11.26,-0.56,0.0,2,11
PA,15,22,11,2022,8.04,12.78,0.0,2,15
FL,10,24,8,2022,16.09,32.22,0.0,2,12
NY,14,2,9,2022,16.09,24.44,0.0,2,14
NY,17,3,1,2023,12.87,4.44,0.51,2,14
ID,6,19,1,2023,11.26,-0.56,0.25,2,8
FL,15,30,8,2022,27.35,32.78,0.2104570154231863,2,15
IN,10,26,12,2022,11.26,-7.78,0.25,2,11
PA,15,8,11,2022,11.26,15.56,0.0,2,14
GA,7,31,8,2022,0.0,22.22,0.0,2,8
SC,6,27,1,2023,9.65,0.0,0.0,2,7
VA,17,22,11,2022,4.83,10.56,0.0,2,16
CA,6,3,10,2022,4.83,12.22,0.0,2,8
SC,12,12,8,2022,14.48,23.33,0.76,2,13
VA,10,16,8,2022,0.0,23.89,0.0,2,10
NY,13,4,11,2022,19.31,21.67,0.0,2,13
CA,13,8,12,2022,20.92,12.22,0.0,2,15
GA,18,18,12,2022,19.31,5.0,0.0,2,14
TX,11,15,1,2023,20.92,21.11,0.0,2,12
MI,19,17,11,2022,20.92,-1.67,0.0,2,15
OH,5,11,8,2022,9.65,17.22,0.0,3,6
CA,15,20,1,2023,27.35,15.0,0.0,2,15
SC,16,17,1,2023,12.87,17.22,0.0,2,14
CA,19,5,9,2022,11.26,35.56,0.0,2,17
MO,13,29,8,2022,14.48,28.89,0.0,2,14
CT,2,1,1,2023,8.04,11.11,0.0,2,13
OH,15,20,12,2022,0.0,2.22,0.0,2,14
VA,12,3,1,2023,20.92,15.56,0.0,2,13
SC,17,1,12,2022,8.04,12.78,0.0,2,15
MN,14,24,12,2022,27.35,-14.44,0.0,2,14
FL,18,3,12,2022,0.0,20.56,0.0,2,16
OH,15,25,1,2023,28.96,3.33,0.25,2,14
LA,7,2,8,2022,16.09,25.0,0.0,2,10
LA,12,10,11,2022,16.09,23.89,0.0,2,12
CA,15,1,11,2022,12.87,18.89,0.0,2,15
TX,17,23,11,2022,9.65,17.22,0.0,2,18
TX,16,16,9,2022,8.04,33.33,0.0,2,15
NY,17,13,10,2022,25.74,20.0,1.02,2,16
FL,22,30,9,2022,4.83,20.56,0.0,2,21
FL,21,15,10,2022,11.26,23.33,0.0,2,14
TX,15,12,8,2022,8.04,35.0,0.0,2,15
AZ,14,26,8,2022,56.32,25.0,0.0,2,13
OR,0,28,8,2022,11.26,14.44,0.0,2,2
AZ,17,5,9,2022,9.65,41.11,0.0,2,17
IN,8,19,9,2022,9.65,20.56,0.0,2,8
VA,19,23,8,2022,11.26,27.22,0.0,2,18
MD,7,11,8,2022,19.31,24.44,0.0,2,14
MN,16,23,11,2022,8.04,3.89,0.0,2,14
MN,8,26,9,2022,16.09,10.0,0.0,2,8
NC,19,26,12,2022,0.0,-2.22,0.0,2,13
CA,14,4,11,2022,0.0,19.44,0.0,2,14
CA,8,23,8,2022,4.83,20.0,0.0,2,8
TX,7,17,9,2022,11.26,24.44,0.0,2,9
NY,6,9,10,2022,8.04,8.33,0.0,2,8
CA,17,2,11,2022,22.53,12.78,0.0,2,13
SC,13,20,8,2022,0.0,27.78,0.0,2,14
NC,21,13,8,2022,0.0,20.56,0.0,2,18
CA,17,3,11,2022,8.04,12.78,0.0,2,16
OH,8,14,12,2022,16.09,5.0,0.25,2,10
FL,8,11,11,2022,12.87,24.44,0.25,2,9
CT,11,16,12,2022,22.53,5.56,0.25,2,12
CA,18,7,12,2022,0.0,12.22,0.0,2,17
TX,18,13,1,2023,0.0,11.67,0.0,2,18
MT,18,19,12,2022,11.26,-20.56,0.0,2,18
WI,16,8,8,2022,16.09,21.11,0.0,2,15
GA,7,11,10,2022,9.65,12.78,0.2104570154231863,2,8
CA,10,21,1,2023,4.83,16.11,0.0,2,15
CA,18,18,1,2023,8.04,10.56,0.0,2,16
CA,14,24,11,2022,0.0,19.44,0.0,2,13
CA,19,27,1,2023,12.87,8.89,0.2104570154231863,2,18
CA,8,22,9,2022,0.0,19.44,0.0,2,10
FL,18,11,10,2022,14.48,28.33,0.0,2,17
CA,12,12,8,2022,22.53,36.11,0.0,2,14
NY,15,17,9,2022,8.04,19.44,0.0,2,12
NY,18,22,9,2022,14.48,20.56,0.0,2,16
FL,12,5,1,2023,9.65,22.22,0.0,2,12
CA,14,26,8,2022,8.04,38.33,0.0,2,14
CA,3,24,11,2022,8.04,8.33,0.0,2,6
PA,3,29,1,2023,4.83,-2.22,0.0,2,3
NY,10,17,10,2022,0.0,15.56,1.27,2,9
NY,14,14,1,2023,28.96,-0.56,0.0,2,14
FL,23,12,8,2022,4.83,26.67,0.25,3,13
UT,14,29,1,2023,33.79,-2.78,0.25,2,14
FL,17,14,10,2022,12.87,24.44,0.0,2,14
MI,2,17,9,2022,4.83,20.0,0.0,2,7
NY,11,23,9,2022,37.01,14.44,0.0,2,12
TN,2,12,9,2022,8.04,17.22,0.0,2,6
FL,14,29,9,2022,28.96,20.56,0.51,2,11
CT,15,17,1,2023,11.26,6.67,0.0,2,14
CT,18,20,9,2022,14.48,20.0,0.76,2,14
LA,17,11,10,2022,16.09,26.11,0.0,2,15
FL,22,27,12,2022,0.0,1.11,0.0,2,19
MN,13,21,12,2022,11.26,-22.22,0.0,2,13
SC,20,25,1,2023,20.92,16.11,1.02,2,18
MN,20,21,12,2022,12.87,-17.78,0.76,2,17
TN,16,6,10,2022,12.87,28.89,0.0,2,16
NY,18,22,1,2023,4.83,0.0,0.25,2,17
TN,11,7,12,2022,11.26,17.78,1.27,2,13
PA,13,21,9,2022,9.65,27.78,0.0,2,13
CA,0,28,12,2022,8.04,6.67,0.0,2,5
SC,8,8,9,2022,12.87,22.22,0.0,2,10
GA,21,28,8,2022,4.83,26.67,0.0,1,15
CA,8,21,11,2022,9.65,6.67,0.0,2,10
SC,18,17,1,2023,9.65,13.33,0.0,2,16
MN,12,3,1,2023,14.48,-3.89,1.78,2,13
TN,13,10,11,2022,0.0,22.78,0.0,2,13
FL,11,21,1,2023,8.04,17.78,0.0,2,11
VA,19,12,8,2022,9.65,25.56,0.0,2,17
AZ,14,11,12,2022,8.04,19.44,0.0,2,13
MN,9,6,1,2023,9.65,-14.44,0.0,2,9
MD,16,20,1,2023,37.01,7.78,0.0,2,15
AZ,13,11,10,2022,0.0,32.22,0.0,2,14
OH,13,26,12,2022,20.92,-6.67,0.0,2,13
FL,17,12,12,2022,9.65,22.22,0.0,2,17
LA,17,2,12,2022,9.65,20.0,0.0,2,16
LA,7,14,11,2022,14.48,5.56,0.0,2,8
VA,20,27,1,2023,4.83,-0.56,0.0,2,8
FL,22,13,9,2022,19.31,27.22,0.0,2,19
WA,10,23,8,2022,9.65,19.44,0.0,2,10
AR,8,3,11,2022,8.04,13.33,0.0,2,12
SC,12,6,9,2022,4.83,26.67,0.0,2,12
VA,14,14,9,2022,8.04,26.11,0.0,2,14
SC,16,24,8,2022,4.83,29.44,0.0,2,14
SC,7,19,1,2023,11.26,14.44,0.0,2,7
FL,15,4,10,2022,9.65,27.22,0.0,2,14
WI,18,18,12,2022,24.14,-10.0,0.0,2,17
PA,6,4,10,2022,11.26,8.33,2.03,2,7
CA,20,21,8,2022,14.48,28.89,0.0,2,19
CA,13,2,1,2023,33.79,9.44,0.0,2,12
MN,12,3,1,2023,19.31,-1.67,0.0,2,14
FL,13,14,10,2022,9.65,25.56,0.0,2,15
RI,5,5,9,2022,0.0,21.67,0.0,2,9
CA,6,20,12,2022,0.0,3.89,0.0,2,7
CA,6,5,1,2023,14.48,12.78,0.0,2,7
NJ,11,12,8,2022,14.48,27.78,0.0,2,12
CA,0,27,1,2023,9.65,7.78,0.0,2,3
CA,15,30,9,2022,19.31,28.33,0.0,2,15
TX,12,16,1,2023,4.83,22.22,0.0,2,12
VA,16,3,1,2023,19.31,23.33,0.0,2,15
CA,12,13,8,2022,11.26,37.22,0.0,2,13
TX,12,13,1,2023,27.35,15.56,0.0,2,13
SC,17,22,11,2022,8.04,13.89,0.0,2,15
SC,14,18,9,2022,4.83,26.11,0.0,2,15
NY,22,11,12,2022,9.65,3.33,0.0,2,20
NY,17,9,10,2022,14.48,16.11,0.0,2,14
NY,20,26,9,2022,25.74,11.67,0.76,2,11
FL,17,17,9,2022,16.09,30.0,0.0,2,16
TX,0,10,9,2022,0.0,21.67,0.0,2,3
TX,22,7,9,2022,0.0,28.33,0.0,2,17
SC,7,1,11,2022,0.0,13.89,0.0,2,11
OR,15,13,1,2023,8.04,11.67,0.0,2,14
UT,15,13,10,2022,11.26,22.78,0.0,2,15
CA,5,5,11,2022,0.0,9.44,0.0,2,5
PA,15,17,11,2022,19.31,4.44,0.0,2,15
CA,20,9,8,2022,14.48,21.67,0.0,2,16
MD,13,10,12,2022,0.0,5.0,0.2104570154231863,2,12
NY,16,7,11,2022,12.87,20.56,0.0,2,15
SC,7,6,10,2022,0.0,13.33,0.0,2,8
OK,13,5,11,2022,19.31,14.44,0.0,2,12
FL,13,27,12,2022,14.48,19.44,0.0,2,13
TX,19,1,11,2022,14.48,19.44,0.0,2,10
SC,22,26,12,2022,0.0,1.11,0.0,2,14
WV,11,13,12,2022,12.87,1.67,0.0,2,12
FL,19,24,12,2022,9.65,0.0,0.0,2,15
AZ,15,3,1,2023,0.0,15.56,0.0,2,15
CA,13,19,8,2022,14.48,33.33,0.0,2,14
VA,14,29,1,2023,9.65,7.78,0.0,2,14
CA,13,20,8,2022,19.31,24.44,0.0,2,14
MN,11,23,12,2022,33.79,-20.0,0.0,2,12
CA,6,3,10,2022,8.04,19.44,0.0,2,9
AR,10,17,8,2022,9.65,21.67,0.25,2,10
UT,8,29,9,2022,19.31,19.44,0.0,2,11
VA,7,15,8,2022,4.83,19.44,0.0,2,9
VA,20,10,9,2022,0.0,22.78,0.0,2,20
CA,18,25,8,2022,20.92,37.22,0.0,2,17
IN,7,5,9,2022,9.65,20.56,0.0,2,9
CA,7,9,11,2022,9.65,12.22,0.0,2,12
CA,17,23,1,2023,8.04,10.56,0.0,2,16
CA,15,16,9,2022,14.48,23.89,0.0,2,15
CA,21,18,11,2022,0.0,6.67,0.0,2,15
CA,15,7,12,2022,0.0,13.89,0.0,2,15
LA,20,22,8,2022,16.09,27.22,0.0,2,17
FL,22,5,1,2023,16.09,17.22,0.0,2,19
GA,8,19,9,2022,0.0,16.67,0.0,2,9
PA,7,23,8,2022,4.83,22.22,0.0,2,9
TN,14,3,8,2022,11.26,32.22,0.0,2,14
CA,16,12,8,2022,14.48,33.89,0.0,2,16
OH,19,1,11,2022,8.04,13.33,0.0,2,16
FL,17,22,11,2022,12.87,27.78,0.0,2,16
NY,13,26,8,2022,20.92,22.22,0.76,2,13
CA,13,25,1,2023,11.26,18.89,0.0,2,13
NC,9,18,11,2022,4.83,6.11,0.0,2,10
NC,7,8,12,2022,4.83,14.44,0.0,2,12
CA,17,24,1,2023,0.0,19.44,0.0,2,13
SC,9,28,9,2022,24.14,18.33,0.0,2,17
LA,7,29,8,2022,0.0,24.44,0.0,2,7
VA,10,7,12,2022,12.87,18.89,0.0,2,12
MN,4,10,12,2022,22.53,-1.11,0.0,2,7
LA,19,26,12,2022,0.0,6.11,0.0,2,16
IL,16,29,12,2022,25.74,12.22,0.0,2,15
OR,11,21,11,2022,4.83,10.56,0.0,2,13
TX,1,5,12,2022,9.65,11.11,0.0,2,5
PA,15,13,8,2022,14.48,27.22,0.0,2,14
CA,23,1,1,2023,0.0,7.22,0.0,2,21
TX,20,18,12,2022,14.48,10.0,0.0,2,19
NY,7,27,9,2022,8.04,15.56,0.0,2,12
CA,5,22,11,2022,4.83,12.22,0.0,2,7
AZ,6,23,1,2023,9.65,4.44,0.0,2,10
MN,2,14,12,2022,24.14,0.56,0.76,2,5
IL,21,22,8,2022,9.65,21.11,0.0,2,17
CT,16,2,8,2022,16.09,31.11,0.0,2,16
CA,5,15,11,2022,11.26,8.89,0.0,2,7
NY,8,14,10,2022,14.48,11.11,0.0,2,8
CA,7,2,10,2022,11.26,12.78,0.0,2,8
FL,11,7,10,2022,16.09,28.89,0.0,2,13
CA,8,14,1,2023,35.4,12.22,4.57,2,9
NC,10,14,12,2022,4.83,5.0,0.0,2,15
OH,19,24,12,2022,14.48,-13.89,0.0,2,16
TX,15,24,1,2023,46.66,21.11,0.2104570154231863,2,15
WI,8,5,1,2023,12.87,0.0,0.0,2,8
CO,3,3,1,2023,4.83,-6.11,0.0,2,10
CA,7,26,1,2023,0.0,5.0,0.2104570154231863,2,8
OH,9,26,12,2022,8.04,-8.89,0.0,2,11
GA,6,24,11,2022,12.87,13.89,0.0,2,8
CA,15,17,11,2022,0.0,16.67,0.0,2,17
FL,7,3,8,2022,8.04,26.11,0.0,2,9
MT,9,10,11,2022,20.92,-12.78,0.0,2,10
AZ,15,2,9,2022,4.83,41.67,0.0,2,15
MN,20,10,12,2022,8.04,0.56,0.0,2,18
CA,14,28,8,2022,32.18,27.22,0.0,2,14
PA,20,16,8,2022,8.04,25.0,0.0,1,19
NY,8,28,12,2022,9.65,0.56,0.0,2,12
MT,9,12,12,2022,12.87,-0.56,0.0,2,10
NY,17,10,11,2022,0.0,14.44,0.0,2,17
FL,9,7,12,2022,9.65,25.0,0.0,2,11
OK,9,28,1,2023,35.4,10.56,0.0,2,10
SC,13,20,1,2023,20.92,15.56,0.0,2,12
MD,15,18,1,2023,12.87,12.78,0.0,2,15
MD,8,3,12,2022,12.87,11.67,2.54,2,10
UT,15,29,8,2022,9.65,31.11,0.0,2,15
OH,22,12,11,2022,27.35,3.33,0.0,2,21
OK,17,1,8,2022,24.14,35.0,0.0,2,16
FL,14,15,10,2022,22.53,29.44,0.0,2,14
OK,7,18,9,2022,24.14,25.0,0.0,2,9
SC,8,24,1,2023,4.83,1.67,0.0,2,11
NY,18,5,9,2022,0.0,18.89,0.76,2,16
CO,3,3,12,2022,11.26,-7.22,0.0,2,5
TX,13,22,8,2022,4.83,22.22,1.27,2,12
MN,14,4,1,2023,14.48,-2.78,0.0,2,13
NY,16,6,8,2022,24.14,29.44,0.0,2,16
CA,20,5,9,2022,4.83,36.11,0.0,2,18
MI,22,16,9,2022,8.04,17.22,0.0,2,19
CA,19,7,11,2022,0.0,13.89,0.0,2,18
TN,3,8,8,2022,4.83,22.78,0.0,2,5
UT,12,1,11,2022,14.48,11.11,0.2104570154231863,2,12
OK,17,28,9,2022,11.26,30.56,0.0,2,16
NY,8,30,1,2023,4.83,2.78,0.0,2,9
SC,15,2,9,2022,19.31,28.89,0.0,2,15
CA,6,11,10,2022,0.0,16.11,0.0,2,7
CA,20,16,11,2022,4.83,8.89,0.0,2,18
FL,15,17,11,2022,27.35,24.44,0.0,2,14
CA,14,10,8,2022,32.18,24.44,0.0,2,15
MD,16,26,12,2022,9.65,0.0,0.0,2,14
TX,16,30,1,2023,19.31,-2.22,0.0,2,16
GA,19,22,12,2022,0.0,7.78,0.0,2,18
CO,8,1,1,2023,4.83,-1.67,0.0,2,8
WI,5,31,8,2022,11.26,15.0,0.0,2,8
CA,13,21,12,2022,9.65,20.56,0.0,2,14
TX,5,2,10,2022,0.0,15.0,0.0,2,4
TX,16,14,12,2022,14.48,18.89,0.0,2,14
PA,12,9,8,2022,8.04,33.33,0.0,2,13
NJ,21,15,11,2022,22.53,5.0,3.81,2,18
FL,15,2,11,2022,4.83,30.56,0.0,2,15
CA,8,12,10,2022,0.0,22.22,0.0,2,9
FL,16,18,8,2022,16.09,24.44,0.0,3,14
CA,12,11,10,2022,9.65,21.67,0.0,2,17
OH,6,22,11,2022,0.0,-7.78,0.0,2,8
NY,15,20,11,2022,37.01,2.78,0.0,2,14
CO,5,10,12,2022,9.65,-5.56,0.2104570154231863,2,7
CO,15,8,9,2022,22.53,32.78,0.0,2,14
TX,20,28,1,2023,16.09,17.22,2.54,2,18
WI,13,27,9,2022,22.53,11.11,0.0,2,11
CA,12,30,9,2022,14.48,27.22,0.0,2,12
MA,9,8,9,2022,8.04,19.44,0.0,3,8
TX,6,2,9,2022,0.0,22.22,0.0,2,7
NY,15,20,9,2022,14.48,25.56,0.0,2,15
MD,13,22,11,2022,9.65,13.33,0.0,2,13
LA,13,4,9,2022,12.87,25.56,0.0,2,15
NC,15,15,9,2022,9.65,27.22,0.0,2,15
IL,21,3,11,2022,25.74,18.33,0.0,2,18
AZ,12,26,8,2022,9.65,27.22,0.0,2,8
FL,12,22,11,2022,9.65,28.89,0.0,2,12
CA,8,9,12,2022,8.04,7.78,0.0,2,12
NC,7,6,1,2023,4.83,5.56,0.0,2,8
CA,16,19,8,2022,14.48,36.11,0.0,2,16
CA,10,5,1,2023,8.04,12.22,2.29,2,10
VA,16,12,12,2022,9.65,6.11,0.0,2,15
VA,22,15,11,2022,12.87,5.0,2.03,2,19
CA,17,12,12,2022,0.0,7.78,0.0,2,9
TN,18,1,8,2022,12.87,30.0,0.0,2,16
CA,0,31,12,2022,9.65,15.0,0.25,2,5
PA,17,19,9,2022,12.87,22.78,0.0,2,15
FL,12,19,11,2022,25.74,26.67,0.0,2,13
VA,15,21,8,2022,11.26,27.22,0.0,2,15
CA,6,3,10,2022,0.0,16.11,0.0,2,6
CA,17,9,12,2022,0.0,13.89,0.0,2,15
OH,13,22,11,2022,22.53,11.11,0.0,2,14
IN,11,11,8,2022,12.87,22.78,0.0,2,11
NY,21,24,9,2022,0.0,13.33,0.0,2,21
CA,9,8,11,2022,20.92,13.89,5.08,2,10
NY,18,22,12,2022,27.35,7.78,0.0,2,18
TN,7,17,1,2023,4.83,13.89,0.0,2,6
CA,7,7,9,2022,4.83,26.11,0.0,2,8
CT,6,2,8,2022,0.0,21.11,0.0,2,6
NY,19,2,12,2022,8.04,3.89,0.0,2,15
OR,17,29,8,2022,16.09,33.33,0.0,2,17
LA,18,6,12,2022,8.04,22.78,0.0,2,16
PA,18,30,8,2022,27.35,24.44,0.0,2,17
SC,16,8,11,2022,16.09,22.78,0.0,2,15
TX,21,20,9,2022,0.0,22.78,0.0,2,11
KY,7,30,1,2023,9.65,1.67,0.0,2,7
MO,6,27,9,2022,9.65,10.56,0.0,2,7
VA,11,12,11,2022,12.87,23.89,0.0,2,12
FL,13,28,12,2022,20.92,25.0,0.0,2,13
NC,17,24,9,2022,0.0,23.33,0.0,2,15
FL,7,14,11,2022,4.83,24.44,0.0,2,9
CT,6,7,9,2022,9.65,17.78,0.0,2,8
OH,1,24,12,2022,27.35,-18.33,0.0,2,3
FL,17,8,11,2022,12.87,22.78,1.02,2,16
CA,23,8,10,2022,8.04,22.78,0.2104570154231863,2,20
CA,12,1,8,2022,8.04,20.0,0.0,2,9
IL,21,2,8,2022,16.09,25.56,0.0,2,18
SC,14,27,1,2023,12.87,10.0,0.0,2,15
NC,1,25,8,2022,0.0,21.67,0.0,2,7
CT,18,12,8,2022,14.48,27.78,0.0,2,17
VA,9,15,12,2022,19.31,8.89,2.29,2,11
FL,10,25,1,2023,32.18,27.78,0.0,2,11
FL,11,23,12,2022,16.09,23.33,0.76,2,10
CA,15,27,9,2022,14.48,27.22,0.0,2,15
CA,17,7,9,2022,24.14,42.78,0.0,2,16
CA,13,21,1,2023,8.04,18.89,0.0,2,13
FL,19,7,9,2022,0.0,26.11,0.0,2,12
WY,7,31,12,2022,25.74,0.56,0.0,2,9
VA,9,17,12,2022,8.04,8.33,0.0,2,11
OH,10,30,12,2022,19.31,15.0,0.0,2,11
CA,17,19,8,2022,16.09,25.56,0.0,2,17
FL,8,19,12,2022,16.09,12.78,0.0,2,10
TX,2,17,10,2022,24.14,17.78,0.0,2,6
OH,7,15,12,2022,4.83,8.89,0.0,2,9
NY,6,12,10,2022,0.0,8.89,0.0,2,6
TX,17,2,12,2022,4.83,18.89,0.0,2,14
CA,13,4,12,2022,4.83,19.44,0.0,2,13
MD,0,1,10,2022,14.48,12.78,0.76,2,4
CA,18,20,12,2022,4.83,12.22,0.0,2,10
OK,9,4,11,2022,20.92,22.78,0.0,2,12
FL,18,21,12,2022,11.26,11.11,0.0,2,15
FL,11,18,9,2022,4.83,28.89,0.2104570154231863,2,14
NY,15,17,11,2022,25.74,0.56,0.0,2,14
OH,18,23,11,2022,0.0,6.67,0.0,2,18
CA,6,10,11,2022,0.0,7.78,0.0,2,5
LA,11,29,9,2022,24.14,23.33,0.0,2,12
PA,20,14,12,2022,14.48,1.11,0.0,2,14
AZ,18,25,8,2022,11.26,36.67,0.0,2,16
MN,17,23,1,2023,8.04,0.0,0.0,2,17
NY,14,27,8,2022,9.65,29.44,0.0,2,14
VA,17,5,12,2022,0.0,5.0,0.0,2,16
TX,15,6,12,2022,11.26,23.89,0.0,2,14
CA,6,8,9,2022,0.0,22.78,0.0,2,6
CA,20,22,9,2022,14.48,23.89,0.0,2,18
TX,6,10,11,2022,4.83,18.89,0.0,2,6
CA,16,22,9,2022,20.92,27.22,0.0,2,16
CA,6,9,8,2022,0.0,22.78,0.0,2,12
CT,7,9,11,2022,14.48,4.44,0.0,2,8
TN,15,24,11,2022,0.0,19.44,0.0,2,14
CO,21,10,10,2022,8.04,17.22,0.0,2,20
CA,10,5,1,2023,24.14,11.67,1.78,2,10
MN,16,17,10,2022,28.96,2.78,0.0,2,14
SC,18,25,8,2022,11.26,25.56,0.0,2,16
KS,17,1,12,2022,20.92,9.44,0.0,2,15
FL,16,9,11,2022,27.35,20.56,2.54,2,16
CA,1,12,10,2022,0.0,18.89,0.0,2,3
NY,16,25,8,2022,9.65,30.0,0.0,2,15
SC,7,16,8,2022,11.26,22.78,0.0,2,8
FL,16,8,8,2022,22.53,31.11,0.0,2,13
CA,15,1,11,2022,4.83,1.11,0.0,2,15
CT,17,27,8,2022,11.26,27.78,0.0,2,16
FL,15,6,9,2022,9.65,31.11,0.0,2,15
NY,11,19,9,2022,16.09,28.33,0.0,2,12
GA,9,25,1,2023,4.83,11.67,2.03,2,9
NM,8,9,12,2022,0.0,-3.33,0.0,2,8
MO,12,10,11,2022,32.18,15.0,0.0,2,13
CT,19,7,11,2022,14.48,21.11,0.0,2,17
UT,19,20,8,2022,12.87,20.0,0.2104570154231863,2,16
NY,6,23,12,2022,24.14,11.67,0.25,2,7
TN,14,2,9,2022,8.04,32.22,0.0,2,15
KS,7,12,10,2022,22.53,14.44,0.0,2,10
VA,8,11,12,2022,0.0,6.11,0.0,2,11
CA,17,16,11,2022,25.74,15.0,0.0,2,14
LA,12,5,11,2022,9.65,16.67,0.0,2,12
FL,7,4,11,2022,9.65,22.22,0.0,2,9
GA,13,3,9,2022,11.26,29.44,0.0,2,14
FL,22,22,9,2022,4.83,26.67,0.0,2,17
MI,10,14,8,2022,19.31,17.22,0.0,2,13
MI,16,20,8,2022,0.0,24.44,0.0,2,15
LA,16,13,10,2022,4.83,29.44,0.0,2,15
CA,5,8,9,2022,0.0,22.78,0.0,1,6
AZ,20,18,8,2022,41.83,32.78,0.0,2,20
NY,13,4,11,2022,19.31,21.67,0.0,2,13
WI,18,25,1,2023,4.83,-2.78,0.0,2,14
CA,12,16,1,2023,16.09,11.67,0.0,2,13
MI,21,19,1,2023,22.53,4.44,0.51,2,17
LA,10,16,10,2022,4.83,22.78,0.0,2,11
CA,10,29,12,2022,11.26,15.0,0.0,2,11
MD,15,22,11,2022,11.26,13.89,0.0,2,15
SC,11,20,8,2022,0.0,25.0,0.0,2,15
CA,17,15,11,2022,9.65,17.78,0.0,2,16
VA,10,19,9,2022,14.48,25.56,0.0,2,11
FL,14,5,1,2023,14.48,28.33,0.0,2,14
FL,17,11,10,2022,20.92,30.0,0.0,2,17
FL,8,7,12,2022,0.0,22.78,0.0,2,13
CA,5,27,12,2022,16.09,13.89,5.08,2,8
FL,17,23,9,2022,20.92,25.0,0.0,2,16
CA,12,17,1,2023,4.83,15.56,0.0,2,13
IL,15,2,11,2022,19.31,18.33,0.0,2,14
MN,9,30,12,2022,16.09,-8.33,0.0,2,10
CA,10,11,12,2022,24.14,12.78,1.52,2,9
SC,17,3,1,2023,12.87,17.22,0.0,2,16
AZ,3,28,12,2022,25.74,0.0,2.54,2,10
CA,5,16,10,2022,4.83,16.67,0.0,2,7
NY,21,29,1,2023,0.0,8.33,0.0,2,19
CA,18,6,9,2022,24.14,29.44,0.0,2,16
CA,18,27,1,2023,4.83,8.89,0.0,2,18
CA,12,15,1,2023,9.65,-1.11,0.0,2,12
AZ,12,20,12,2022,4.83,14.44,0.0,2,13
OK,20,19,12,2022,12.87,7.22,0.0,2,18
CA,6,5,11,2022,11.26,6.11,0.0,2,7
CA,20,19,8,2022,8.04,18.33,0.0,2,16
CA,18,20,11,2022,0.0,6.11,0.0,2,18
